DateTime,Time [Ms],xRawValue,yRawValue,zRawValue
2024-12-09 13:11:19,778,1.1587936,6.3781533,7.3406224
2024-12-09 13:11:19,788,-1.7070658,-1.0989386,2.8299465
2024-12-09 13:11:19,799,-3.526659,-3.2585084,14.2862015
2024-12-09 13:11:19,808,0.22744916,3.5218706,15.411476
2024-12-09 13:11:19,817,1.4748282,7.4244194,8.726865
2024-12-09 13:11:19,826,0.47405192,-1.103727,2.3630772
2024-12-09 13:11:19,840,-1.4796166,-5.3678,8.576031
2024-12-09 13:11:19,849,-0.05267244,3.1172507,15.720328
2024-12-09 13:11:19,857,1.1300632,6.3422403,8.082825
2024-12-09 13:11:19,872,-2.7724855,-5.6215854,8.714894
2024-12-09 13:11:19,880,-3.1387985,-3.5218706,13.819332
2024-12-09 13:11:19,888,0.45489833,2.7341783,15.531186
2024-12-09 13:11:19,896,1.6448165,7.309498,9.560047
2024-12-09 13:11:19,904,0.7637503,-0.7015011,1.8698715
2024-12-09 13:11:19,912,-1.3934253,-4.608838,8.561666
2024-12-09 13:11:19,923,-3.6631286,-4.9057193,12.41633
2024-12-09 13:11:19,936,0.60333884,6.2345014,8.968679
2024-12-09 13:11:20,945,0.45729253,0.22266077,2.1739352
2024-12-09 13:11:20,954,-2.2409728,-4.855441,8.6334915
2024-12-09 13:11:20,962,-2.8323407,-3.7924154,13.160927
2024-12-09 13:11:20,971,0.39025488,2.0398598,15.713146
2024-12-09 13:11:20,979,1.6328455,7.1083846,10.3932295
2024-12-09 13:11:20,1007,-3.1962593,-5.3007627,11.748347
2024-12-09 13:11:20,1016,1.1372458,6.1770406,9.864111
2024-12-09 13:11:20,1025,0.81163436,0.89543146,2.1045034
2024-12-09 13:11:20,1033,-1.484405,-4.1826706,8.535329
2024-12-09 13:11:20,1041,-3.0430303,-4.0078936,12.564771
2024-12-09 13:11:20,1049,-0.5746084,1.4556746,15.976508
2024-12-09 13:11:20,1057,0.6919243,6.83784,11.173739
2024-12-09 13:11:20,1072,-2.3870192,-4.3502645,8.537724
2024-12-09 13:11:20,1080,-2.7988217,-5.45878,11.233594
2024-12-09 13:11:20,1089,-0.61291564,1.4269443,16.27339
2024-12-09 13:11:20,1097,1.2401965,5.9998693,10.876859
2024-12-09 13:11:20,1112,-1.1324574,-3.5482068,8.135497
2024-12-09 13:11:20,1122,-3.0454245,-3.9217024,11.992557
2024-12-09 13:11:20,1131,-0.7613561,0.89303726,16.091429
2024-12-09 13:11:20,1145,2.0207062,0.16998832,1.6759412
2024-12-09 13:11:20,1153,-1.1971009,-3.7948096,8.118738
2024-12-09 13:11:20,1162,-3.2585084,-5.3701944,10.848128
2024-12-09 13:11:20,1176,-1.5275006,0.9935937,16.656462
2024-12-09 13:11:20,1185,0.93134445,1.9057846,2.4827871
2024-12-09 13:11:20,1194,-1.0965444,-3.0142999,7.5824366
2024-12-09 13:11:20,1212,-0.5674258,0.31364042,16.117765
2024-12-09 13:11:20,1218,1.1803415,6.2345014,12.684481
2024-12-09 13:11:20,1229,2.5330653,0.5291186,1.9488802
2024-12-09 13:11:20,1242,-2.942474,-5.327099,10.366894
2024-12-09 13:11:20,1249,-2.0973208,0.79248077,16.903065
2024-12-09 13:11:20,1257,-0.39264908,5.731719,12.768278
2024-12-09 13:11:20,1265,1.1061212,2.3582888,2.8395233
2024-12-09 13:11:20,1273,-0.05267244,-2.8395233,6.9024835
2024-12-09 13:11:20,1282,-2.7748797,-3.7565024,10.575189
2024-12-09 13:11:20,1289,-1.1324574,-0.023942016,16.364368
2024-12-09 13:11:20,1297,0.7541735,5.865794,13.462596
2024-12-09 13:11:20,1305,2.315193,0.90021986,2.3175871
2024-12-09 13:11:20,1313,-0.088585466,-2.8754363,6.5361705
2024-12-09 13:11:20,1323,-2.5594015,-5.020641,9.931149
2024-12-09 13:11:20,1338,0.47644615,5.554548,14.192827
2024-12-09 13:11:20,1346,1.6208745,2.6288335,3.1603463
2024-12-09 13:11:20,1355,0.9624691,-2.846706,6.232107
2024-12-09 13:11:20,1363,-1.733402,-3.7062242,9.962274
2024-12-09 13:11:20,1371,-3.0190883,-0.30645782,16.757017
2024-12-09 13:11:20,1381,-0.7134721,5.6096144,14.188039
2024-12-09 13:11:20,1396,0.2633622,-2.5929205,5.5760956
2024-12-09 13:11:20,1404,-2.2816741,-4.642357,9.49301
2024-12-09 13:11:20,1420,-0.17956513,5.410896,14.379576
2024-12-09 13:11:20,1430,1.946486,2.825158,3.6942532
2024-12-09 13:11:20,1438,1.5059528,-2.870648,5.4444146
2024-12-09 13:11:20,1446,-0.8643068,-3.7134068,9.25359
2024-12-09 13:11:20,1456,-2.6408045,-0.50517654,16.845604
2024-12-09 13:11:20,1466,1.2880806,1.4508862,3.277662
2024-12-09 13:11:20,1482,-2.171541,-4.5154643,9.14585
2024-12-09 13:11:20,1490,-2.6001031,0.61770403,17.221493
2024-12-09 13:11:20,1498,-0.1604115,5.2265425,15.1936035
2024-12-09 13:11:20,1506,1.6041151,3.145981,4.1922474
2024-12-09 13:11:20,1514,1.6663644,-3.1794999,4.2999864
2024-12-09 13:11:20,1523,-0.6967127,-3.5673606,8.7771435
2024-12-09 13:11:20,1531,-2.7820623,-0.48602295,16.73547
2024-12-09 13:11:20,1539,-0.6919243,4.831499,15.516821
2024-12-09 13:11:20,1547,1.3742718,1.8411411,3.9145198
2024-12-09 13:11:20,1557,0.8643068,-2.5881321,3.6296098
2024-12-09 13:11:20,1572,-2.2744915,0.7350199,17.178398
2024-12-09 13:11:20,1588,1.2090719,3.3135753,4.9679685
2024-12-09 13:11:20,1598,2.7126305,-3.5314474,3.4979286
2024-12-09 13:11:20,1612,1.5131354,-3.7588966,8.034941
2024-12-09 13:11:20,1620,-1.7717092,-0.50996494,16.457743
2024-12-09 13:11:20,1630,1.1348516,2.2002714,4.656722
2024-12-09 13:11:20,1638,0.79008657,-2.6719291,2.7868507
2024-12-09 13:11:20,1647,-1.9488802,-3.8522706,8.267179
2024-12-09 13:11:20,1656,-2.542642,0.8523358,16.847998
2024-12-09 13:11:20,1664,-1.3479356,4.891354,16.376339
2024-12-09 13:11:20,1672,1.5921441,3.6367924,5.722142
2024-12-09 13:11:20,1684,2.9496565,-3.9791632,7.5824366
2024-12-09 13:11:20,1691,-0.80205756,-0.533907,15.942989
2024-12-09 13:11:20,1699,-1.5131354,4.19943,16.733076
2024-12-09 13:11:20,1707,0.47165772,2.6551697,5.497087
2024-12-09 13:11:20,1715,1.3742718,-2.9400797,2.2720973
2024-12-09 13:11:20,1723,-0.9696517,-3.8115692,7.7787614
2024-12-09 13:11:20,1731,-1.9081788,0.866701,16.42183
2024-12-09 13:11:20,1739,-0.94092125,4.7764325,16.323668
2024-12-09 13:11:20,1747,1.70946,3.8833952,6.603208
2024-12-09 13:11:20,1756,3.2345665,-4.331111,2.078167
2024-12-09 13:11:20,1764,3.2465374,-4.146757,7.309498
2024-12-09 13:11:20,1772,-1.0271125,-0.641646,15.456966
2024-12-09 13:11:20,1789,0.16519992,3.1627405,6.493075
2024-12-09 13:11:20,1806,1.5849615,-4.0078936,7.398083
2024-12-09 13:11:20,1814,0.22984336,0.6943185,15.727511
2024-12-09 13:11:20,1823,-0.90021986,3.1914709,16.819267
2024-12-09 13:11:20,1832,0.4381389,4.223372,7.6470804
2024-12-09 13:11:20,1839,2.4277205,-4.606444,1.5586253
2024-12-09 13:11:20,1848,2.3008277,-4.4125137,7.03177
2024-12-09 13:11:20,1855,-2.1739352,-0.5626374,14.923059
2024-12-09 13:11:20,1871,-0.29209262,3.715801,7.5704656
2024-12-09 13:11:20,1888,2.621651,-4.1299977,7.1155677
2024-12-09 13:11:20,1896,0.7350199,0.61052144,14.911088
2024-12-09 13:11:20,1900,-1.3144168,4.876989,17.26459
2024-12-09 13:11:20,1908,0.038307227,4.498705,8.678981
2024-12-09 13:11:20,1916,2.6479871,-4.8243165,1.2066777
2024-12-09 13:11:20,1924,2.9759927,-4.795586,6.7923503
2024-12-09 13:11:20,1932,-1.1947067,-0.6536171,14.070724
2024-12-09 13:11:20,1940,-1.8219875,3.8115692,17.592594
2024-12-09 13:11:21,1948,-0.8499416,4.259285,8.774749
2024-12-09 13:11:21,1956,2.1547816,-3.442862,1.0366893
2024-12-09 13:11:21,1964,2.054225,-4.2401314,6.9360023
2024-12-09 13:11:21,1973,-0.18914193,0.59615624,14.12579
2024-12-09 13:11:21,1980,-1.9369092,4.853047,17.78892
2024-12-09 13:11:21,1988,-0.1436521,4.853047,9.77792
2024-12-09 13:11:21,2005,3.8618474,-5.3103395,6.6367273
2024-12-09 13:11:21,2016,0.5602432,-0.9696517,13.129802
2024-12-09 13:11:21,2029,-1.7980455,4.912902,10.029311
2024-12-09 13:11:21,2037,1.5346833,-3.3183637,1.0007763
2024-12-09 13:11:21,2048,1.6519991,-4.5274353,6.787562
2024-12-09 13:11:21,2062,-1.7525556,4.903325,17.78892
2024-12-09 13:11:21,2071,0.15083471,5.085284,10.941502
2024-12-09 13:11:21,2079,2.6623523,-4.805163,0.9696517
2024-12-09 13:11:21,2094,1.2689269,-1.2066777,12.1840925
2024-12-09 13:11:21,2101,0.11731588,3.857059,17.645266
2024-12-09 13:11:21,2109,-1.4891934,5.403713,11.235989
2024-12-09 13:11:21,2117,1.8435353,-3.1196449,1.13964
2024-12-09 13:11:21,2126,2.3104045,-4.972757,6.50744
2024-12-09 13:11:21,2140,-0.02633622,-0.29209262,12.1840925
2024-12-09 13:11:21,2149,-1.3215994,5.5401826,12.164939
2024-12-09 13:11:21,2157,1.4628572,-4.3143516,1.3000516
2024-12-09 13:11:21,2165,3.8402996,-6.277597,6.2728086
2024-12-09 13:11:21,2173,1.6089035,-1.553837,11.152191
2024-12-09 13:11:21,2181,0.107739076,3.9552212,17.616535
2024-12-09 13:11:21,2190,-1.316811,5.9687448,12.349293
2024-12-09 13:11:21,2197,1.7788919,-2.6168625,1.4867992
2024-12-09 13:11:21,2205,2.3750482,-5.446809,6.2009826
2024-12-09 13:11:21,2214,0.12928689,-0.93613285,11.161768
2024-12-09 13:11:21,2223,-0.63206923,5.0182467,17.688362
2024-12-09 13:11:21,2238,-0.272939,-3.4644098,1.8076223
2024-12-09 13:11:21,2246,3.0358477,-6.6367273,6.181829
2024-12-09 13:11:21,2257,2.3870192,-2.0278888,10.070012
2024-12-09 13:11:21,2271,-1.4173675,6.5026517,13.388376
2024-12-09 13:11:21,2287,2.291251,-5.995081,5.872977
2024-12-09 13:11:21,2295,0.06943185,-1.6687586,10.232818
2024-12-09 13:11:21,2303,-0.62488663,5.104438,17.54471
2024-12-09 13:11:21,2318,-0.21787235,-2.717419,2.4037786
2024-12-09 13:11:21,2327,3.2704794,-7.1371155,5.93762
2024-12-09 13:11:21,2334,2.870648,-2.5498247,9.188946
2024-12-09 13:11:21,2343,1.3958195,4.1635165,17.44176
2024-12-09 13:11:21,2353,-1.8507179,6.945579,14.324509
2024-12-09 13:11:21,2365,0.92655605,-1.4077905,2.6312277
2024-12-09 13:11:21,2378,2.801216,-2.8921957,9.217676
2024-12-09 13:11:21,2386,1.8602947,4.915296,17.262194
2024-12-09 13:11:21,2398,-0.5410896,-1.8818425,3.0119057
2024-12-09 13:11:21,2406,2.837129,-7.565677,5.7365074
2024-12-09 13:11:21,2414,2.6671407,-3.1603463,8.444349
2024-12-09 13:11:21,2422,1.0654198,4.1922474,17.310078
2024-12-09 13:11:21,2431,-2.2720973,7.40766,15.124172
2024-12-09 13:11:21,2447,3.715801,-7.026982,5.097255
2024-12-09 13:11:21,2455,4.247314,-3.8857894,8.310274
2024-12-09 13:11:21,2463,2.7724855,4.7429137,16.938976
2024-12-09 13:11:21,2471,-1.8339585,6.6893997,15.74427
2024-12-09 13:11:21,2481,-0.7230489,-0.90261406,3.881001
2024-12-09 13:11:21,2489,2.372654,-7.9343843,5.3342814
2024-12-09 13:11:21,2505,0.9768343,4.2521024,17.152061
2024-12-09 13:11:21,2521,-1.7357962,-0.8810662,4.120421
2024-12-09 13:11:21,2530,3.098097,-7.4028716,4.5657425
2024-12-09 13:11:21,2543,2.6001031,4.4795513,16.57027
2024-12-09 13:11:21,2551,-1.7956513,6.9479733,16.445772
2024-12-09 13:11:21,2559,-1.2210429,0.10295067,4.6255975
2024-12-09 13:11:21,2569,1.8746599,-8.255207,5.1355624
2024-12-09 13:11:21,2576,3.5865142,-4.7261543,7.1371155
2024-12-09 13:11:21,2585,2.6647465,3.8762126,16.730682
2024-12-09 13:11:21,2593,-1.9608512,7.9583263,16.112978
2024-12-09 13:11:21,2608,2.552219,-7.776367,4.0414124
2024-12-09 13:11:21,2616,3.8594532,-5.674258,7.0126166
2024-12-09 13:11:21,2624,2.7820623,3.952827,16.249447
2024-12-09 13:11:21,2632,-1.5442601,7.0485296,16.950949
2024-12-09 13:11:21,2639,-1.7908629,1.3000516,5.568913
2024-12-09 13:11:21,2648,1.328782,-8.516175,4.759673
2024-12-09 13:11:21,2656,3.7708676,-5.5377884,6.7229185
2024-12-09 13:11:21,2665,2.908955,3.550601,16.28536
2024-12-09 13:11:21,2672,-1.520318,8.0684595,16.543934
2024-12-09 13:11:21,2688,1.6927006,-7.9511437,3.4500446
2024-12-09 13:11:21,2696,3.359065,-6.4978633,6.8043213
2024-12-09 13:11:21,2704,3.0095115,3.4380736,15.789761
2024-12-09 13:11:21,2713,-0.40940848,7.00304,17.235859
2024-12-09 13:11:21,2728,0.93852705,-8.583213,4.2066126
2024-12-09 13:11:21,2737,3.4644098,-6.2823853,6.5457473
2024-12-09 13:11:21,2747,2.6168625,3.1483753,15.739482
2024-12-09 13:11:21,2763,-3.2321723,3.3494883,6.6247563
2024-12-09 13:11:21,2780,3.3255463,-7.28795,6.481104
2024-12-09 13:11:21,2793,0.5674258,7.055712,17.245436
2024-12-09 13:11:21,2806,-2.2649148,3.9695864,7.398083
2024-12-09 13:11:21,2810,0.33758244,-8.394072,3.8618474
2024-12-09 13:11:21,2824,2.813187,2.327164,15.121778
2024-12-09 13:11:21,2832,-0.7637503,7.965509,16.883911
2024-12-09 13:11:21,2840,-3.241749,4.6830587,7.503428
2024-12-09 13:11:21,2848,0.4429273,-7.97748,2.7724855
2024-12-09 13:11:21,2857,2.96881,-7.953538,6.1650696
2024-12-09 13:11:21,2865,3.3686419,1.661576,14.978126
2024-12-09 13:11:21,2873,0.20350714,7.1586633,17.314867
2024-12-09 13:11:21,2889,-0.9888053,-7.965509,3.5410242
2024-12-09 13:11:21,2897,1.7669208,-8.619126,6.3829417
2024-12-09 13:11:21,2905,3.1771057,1.3311762,14.449007
2024-12-09 13:11:21,2914,0.8858546,7.69257,16.754623
2024-12-09 13:11:21,2923,-2.5450363,5.8442464,8.197746
2024-12-09 13:11:21,2931,0.39983168,-7.728483,2.5689783
2024-12-09 13:11:22,2946,3.6822822,0.5746084,14.398729
2024-12-09 13:11:22,2953,0.7182605,6.9383965,17.178398
2024-12-09 13:11:22,2962,-2.9735985,6.1746464,9.217676
2024-12-09 13:11:22,2969,-1.13964,-7.3885064,3.3901896
2024-12-09 13:11:22,2977,1.6232687,-9.167398,6.543353
2024-12-09 13:11:22,2985,3.2249897,0.20829555,13.587094
2024-12-09 13:11:22,2994,0.9744401,7.419631,16.725893
2024-12-09 13:11:22,3011,-1.3623008,-6.895301,2.5617957
2024-12-09 13:11:22,3019,1.7190368,-8.75799,6.3326635
2024-12-09 13:11:22,3034,1.70946,6.787562,16.804901
2024-12-09 13:11:22,3044,-1.5011644,6.967127,10.189722
2024-12-09 13:11:22,3052,-0.92655605,-6.691794,3.193865
2024-12-09 13:11:22,3066,2.3223755,-0.90740246,12.727576
2024-12-09 13:11:22,3074,-0.22266077,7.1131735,16.663643
2024-12-09 13:11:22,3082,-3.6942532,7.9248075,9.6845455
2024-12-09 13:11:22,3098,1.1611878,-9.011775,6.528988
2024-12-09 13:11:22,3106,1.42455,-1.5729905,12.777855
2024-12-09 13:11:22,3114,0.9959879,6.8426285,15.8304615
2024-12-09 13:11:22,3123,-0.8619126,7.7691846,10.951078
2024-12-09 13:11:22,3145,1.4700398,-9.655815,7.098808
2024-12-09 13:11:22,3154,0.3878607,6.5936313,16.448166
2024-12-09 13:11:22,3162,-3.2345665,8.571242,10.371682
2024-12-09 13:11:22,3171,-2.1164744,-4.9679685,2.8491
2024-12-09 13:11:22,3178,0.7350199,-9.112331,6.8761473
2024-12-09 13:11:22,3187,1.5155296,-2.801216,11.963826
2024-12-09 13:11:22,3203,-1.6783354,8.604761,11.71004
2024-12-09 13:11:22,3219,1.2497733,-9.574412,7.395689
2024-12-09 13:11:22,3227,4.0821137,-3.5338416,10.840945
2024-12-09 13:11:22,3237,2.7964275,5.8681884,16.215929
2024-12-09 13:11:22,3251,-2.6479871,-3.8019924,3.3255463
2024-12-09 13:11:22,3260,-0.02873042,-9.088389,7.1371155
2024-12-09 13:11:22,3268,1.115698,-3.8881836,11.125855
2024-12-09 13:11:22,3277,1.4556746,5.3318872,15.703569
2024-12-09 13:11:22,3293,-2.1308396,-3.0310593,3.5122938
2024-12-09 13:11:22,3307,3.8881836,-4.6375685,9.923966
2024-12-09 13:11:22,3318,2.6144683,5.159505,15.969325
2024-12-09 13:11:22,3324,0.2681506,9.332599,11.6430025
2024-12-09 13:11:22,3340,-1.2210429,-8.930372,7.33344
2024-12-09 13:11:22,3347,0.4189853,-4.865018,10.443508
2024-12-09 13:11:22,3356,1.1659763,4.450821,15.658079
2024-12-09 13:11:22,3363,-0.272939,9.397242,12.990938
2024-12-09 13:11:22,3371,-2.5330653,-1.5921441,3.6296098
2024-12-09 13:11:22,3379,-0.35913026,-8.829816,7.9750857
2024-12-09 13:11:22,3388,2.755726,-5.66947,9.263166
2024-12-09 13:11:22,3404,-0.35673606,9.528923,12.330139
2024-12-09 13:11:22,3420,-1.0151415,-8.726865,7.6111674
2024-12-09 13:11:22,3428,0.2633622,-5.9902925,9.636662
2024-12-09 13:11:22,3436,1.2210429,3.655946,15.626954
2024-12-09 13:11:22,3444,0.2705448,9.629479,13.570335
2024-12-09 13:11:22,3452,-2.3511062,-0.24420857,3.9264908
2024-12-09 13:11:22,3468,-0.9792285,-6.2105594,10.405201
2024-12-09 13:11:22,3479,1.6927006,3.6750996,15.765819
2024-12-09 13:11:22,3538,-2.6384103,1.3120226,4.156334
2024-12-09 13:11:22,3549,-2.1763294,-7.0006456,10.048465
2024-12-09 13:11:22,3561,1.4413095,2.9233203,15.684415
2024-12-09 13:11:22,3573,-1.4293385,1.7980455,3.7373488
2024-12-09 13:11:22,3581,-1.0989386,-8.025364,7.074866
2024-12-09 13:11:22,3589,0.61052144,-7.953538,8.698134
2024-12-09 13:11:22,3605,-0.19393034,8.51857,14.551958
2024-12-09 13:11:22,3613,-2.1380222,2.8491,4.6351743
2024-12-09 13:11:22,3622,-3.383007,-6.7971387,7.513005
2024-12-09 13:11:22,3631,-1.7836803,-7.678205,9.509769
2024-12-09 13:11:22,3645,0.878672,8.868123,13.939042
2024-12-09 13:11:22,3653,-0.9888053,2.9975405,4.0677485
2024-12-09 13:11:22,3665,-2.9281087,-7.2927384,6.543353
2024-12-09 13:11:22,3675,-1.0965444,-8.372523,8.528147
2024-12-09 13:11:22,3707,-2.4636335,-6.019023,6.9767036
2024-12-09 13:11:22,3719,2.5139117,1.2641385,15.435418
2024-12-09 13:11:22,3733,-0.7086837,4.027047,4.1635165
2024-12-09 13:11:22,3744,-3.5314474,-6.5146227,6.1004257
2024-12-09 13:11:22,3758,0.095768064,0.7589619,15.569493
2024-12-09 13:11:22,3774,-0.6703765,5.1690817,5.2959743
2024-12-09 13:11:22,3782,-3.217807,-5.1642933,6.5361705
2024-12-09 13:11:22,3790,-1.8124107,-8.219295,8.916007
2024-12-09 13:11:22,3798,1.5897499,0.46447513,15.217546
2024-12-09 13:11:22,3814,0.39983168,4.867412,4.570531
2024-12-09 13:11:22,3822,-3.0310593,-5.81791,5.6000376
2024-12-09 13:11:22,3831,-1.2952632,-8.932767,8.365341
2024-12-09 13:11:22,3846,1.412579,6.8905125,14.499286
2024-12-09 13:11:22,3855,-1.3718776,6.160281,5.683835
2024-12-09 13:11:22,3862,-3.8498764,-4.292804,5.9448028
2024-12-09 13:11:22,3870,-3.4021606,-8.1163435,8.851364
2024-12-09 13:11:22,3886,0.7661445,6.9168487,14.918271
2024-12-09 13:11:22,3894,0.6631939,5.544971,4.9296613
2024-12-09 13:11:22,3904,-2.669535,-4.9296613,5.032612
2024-12-09 13:11:22,3918,0.62009823,-0.93134445,15.239094
2024-12-09 13:11:22,3929,1.7741034,6.227319,14.846445
2024-12-09 13:11:23,3942,-3.3255463,-3.6152446,5.245696
2024-12-09 13:11:23,3951,-3.7086184,-7.7452426,8.870518
2024-12-09 13:11:23,3959,-0.61052144,-1.3934253,14.69561
2024-12-09 13:11:23,3966,0.79487497,6.0501475,15.155296
2024-12-09 13:11:23,3974,0.6560113,6.0285997,5.386954
2024-12-09 13:11:23,3983,-2.908955,-3.9959226,4.3646297
2024-12-09 13:11:23,3999,-0.5793968,-1.6376339,15.097836
2024-12-09 13:11:23,4011,0.7517793,5.5401826,15.114595
2024-12-09 13:11:23,4025,-2.1787236,-2.9400797,4.489128
2024-12-09 13:11:23,4039,-1.3742718,-2.2625206,14.322115
2024-12-09 13:11:23,4046,0.49799395,5.341464,15.389929
2024-12-09 13:11:23,4054,0.5482722,6.220136,5.8945246
2024-12-09 13:11:23,4063,-2.5953147,-2.956839,3.8857894
2024-12-09 13:11:23,4071,-1.2545617,-8.00621,8.655039
2024-12-09 13:11:23,4079,-0.7062895,-2.291251,14.812926
2024-12-09 13:11:23,4095,1.4413095,7.491457,7.261614
2024-12-09 13:11:23,4103,-1.0055647,-2.3080103,3.6248214
2024-12-09 13:11:23,4111,-2.2864625,-6.967127,8.937555
2024-12-09 13:11:23,4119,-2.542642,-3.0142999,14.094666
2024-12-09 13:11:23,4135,0.48602295,6.3230867,6.5864487
2024-12-09 13:11:23,4143,-2.2936451,-1.9680338,3.2704794
2024-12-09 13:11:23,4151,-1.1994951,-7.429208,8.781932
2024-12-09 13:11:23,4159,-0.79726917,-2.7988217,14.590265
2024-12-09 13:11:23,4168,0.8762778,4.268862,15.435418
2024-12-09 13:11:23,4176,1.6304513,7.565677,7.9870567
2024-12-09 13:11:23,4184,-0.46208093,-1.6783354,2.9472623
2024-12-09 13:11:23,4199,-2.7269957,-3.655946,13.706804
2024-12-09 13:11:23,4207,-0.25139117,3.9217024,15.67005
2024-12-09 13:11:23,4215,0.8451532,6.3901243,7.2592196
2024-12-09 13:11:23,4224,-0.05746084,-1.7022774,2.7126305
2024-12-09 13:11:23,4240,-2.336741,-3.13401,14.334085
2024-12-09 13:11:23,4256,1.448492,7.5441294,8.755595
2024-12-09 13:11:23,4267,-0.35673606,-1.151611,2.3439236
2024-12-09 13:11:23,4280,-2.4612393,-4.3239284,12.904747
2024-12-09 13:11:23,4288,-0.05267244,3.2393548,15.842433
2024-12-09 13:11:23,4296,1.3431472,6.5481415,8.130709
2024-12-09 13:11:23,4304,0.9504981,-1.6759412,2.0566192
2024-12-09 13:11:23,4312,-3.1507695,-5.81791,8.908825
2024-12-09 13:11:23,4320,-3.6655228,-3.727772,13.769054
2024-12-09 13:11:23,4328,-0.40940848,3.074155,16.132132
2024-12-09 13:11:23,4336,1.1204864,7.4148426,9.682152
2024-12-09 13:11:23,4344,-0.05267244,-0.8571242,1.9632454
2024-12-09 13:11:23,4352,-2.825158,-4.4340615,8.664616
2024-12-09 13:11:23,4360,-2.5881321,-5.2049947,12.382812
2024-12-09 13:11:23,4368,-0.11971009,2.7126305,15.933413
2024-12-09 13:11:23,4376,1.364695,6.4427967,9.121908
2024-12-09 13:11:23,4384,1.685518,-1.6567876,1.6687586
